title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,octave1,octave2,octave3,octave4,octave5,octave6,octave7,octave8,octave9,octave10,octave11,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
Crystal-Fairy,0.52313,0.60182,0.61229,0.3275,0.67734,0.87899,1.2791,0.080345,-0.25867,0.084348,-1.0168,0.75918,1.3367,1.3908,0.99411,1.4047,1.0711,-0.226,3.222,0.92659,0.93208,3.2738,-0.77857,-0.81837,-1.0954,-1.2032,-0.24501,-1.2589,-0.8416,-0.56235,0.54187,0.71096,-0.55855,-0.30058,0.95523,1.3983,0.96659,0.896,-1.2775,-1.5478,-1.2186,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cuban-Fury,0.94062,1.0318,0.24719,0.16724,0.28255,0.22972,-0.34741,-0.52832,-0.37293,0.084348,0.4951,-0.076142,-0.39577,-0.31115,0.2142,-0.60909,1.3351,-0.226,-0.097667,-0.95996,-0.77827,0.99406,-0.85427,-0.89171,0.15224,-0.0030364,-0.24501,0.47701,0.6192,0.54074,-0.18256,-0.17386,-0.068588,-0.15701,-0.24602,0.67828,-0.50439,-1.5915,-0.50729,0.94089,1.2904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curse-of-Chucky,-1.9051,-1.899,-1.0349,-0.93626,-1.0142,-1.2154,-0.46268,-0.31463,-0.38332,0.084348,-0.66686,-0.51281,-0.23024,-0.6055,-0.36851,0.44535,1.0508,-0.226,-0.40207,0.012827,0.093039,-0.37376,0.35693,1.3152,-0.76023,-0.34827,-0.24501,-0.9451,0.080721,0.35699,-0.91809,-1.216,-0.9393,-0.13908,-0.52204,-0.96403,-1.1363,0.41474,1.7414,2.1863,-0.14359,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cut-Bank,0.61543,0.69688,0.17276,-0.059072,0.25533,0.29545,0.10712,-0.16671,-0.321,0.084348,-0.28887,-0.1248,0.21877,-0.051718,0.93842,1.7814,0.51861,-0.226,0.027867,0.16555,-0.036043,-0.37376,-0.40007,-0.48681,0.049193,0.30996,-0.24501,-0.34253,0.43852,0.71363,2.6911,3.3039,0.76576,0.004073,-1.1832,-1.5335,-1.5944,-1.0152,0.50693,0.72836,1.0202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddys-Home,0.41947,0.49505,-0.024319,-0.22208,-0.061976,0.62012,0.37308,-0.30316,-0.43526,0.084348,-0.58286,-1.3022,-1.3672,-0.77021,0.39018,0.63755,0.78274,-0.226,0.3417,-0.71173,-0.55237,1.298,-0.77857,-0.81546,-0.10802,-1.1211,5.0814,-0.81225,0.76236,0.84115,-0.5732,-0.45514,-0.61597,-0.55368,0.29789,0.88812,0.76498,0.87727,-0.15514,-0.8393,-0.43432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas-Buyers-Club,1.3127,1.415,0.74105,0.21046,0.94535,0.89922,0.033721,-0.25776,-0.51836,0.084348,0.026114,0.20285,0.16904,-0.12593,-0.81885,-0.88697,0.0579,-0.226,-0.22785,-0.045133,-0.16513,-0.37376,-0.021572,-0.2501,-0.61135,-0.83348,-0.24501,-0.88739,-0.58316,-0.96422,-0.88384,-1.173,-1.0389,-0.68955,1.4436,1.0303,0.56114,0.94908,-0.2967,-0.77455,-0.34899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny-Collins,0.99032,1.083,0.29979,0.094326,0.37755,0.36564,0.37024,-0.26999,-0.38332,0.084348,-0.42187,-0.047969,0.18935,0.11771,1.3588,0.56884,0.17427,-0.226,0.13422,0.16443,0.12531,-0.069803,-0.32437,-0.45696,0.1403,-0.94859,-0.24501,-0.70141,0.2292,-0.54057,-0.83393,-1.0395,-0.8153,0.56544,1.6602,0.4882,0.021144,0.79386,-0.011387,-0.83248,-0.57955,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark-Was-the-Night,-0.70093,-0.65885,0.97009,1.3186,0.92104,0.25153,-0.17899,-0.076171,-0.643,0.084348,-0.49887,3.0174,2.5663,2.1803,-0.40786,0.67484,0.21188,-0.226,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,-0.13742,-0.32189,2.2168,-0.13085,-0.5219,-0.24368,1.2919,1.4869,1.1335,1.2093,-0.23302,0.36958,-0.28647,-0.68113,-0.71127,-0.8173,-0.87292,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da-Sweet-Blood-of-Jesus,-0.52769,-0.48043,0.73832,0.53657,0.75236,1.0362,1.4783,-0.4829,-0.8923,0.084348,-1.2618,0.41342,0.46855,0.42451,0.58274,1.0863,1.0391,-0.226,1.3181,-0.91031,-0.29421,3.1218,-0.77857,-0.78171,-1.907,-1.7235,-0.24501,-1.848,1.832,2.5899,-0.89383,-1.2024,-0.73681,-1.3129,0.99235,2.0351,0.66639,0.34115,-0.19427,-0.66983,-0.92129,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawn-of-the-Planet-of-the-Apes,-1.3059,-1.2819,-1.3656,-0.92359,-1.4543,-1.7782,0.99868,3.3525,3.4288,0.084348,-1.3598,-1.1432,-1.7038,-1.9343,0.2963,0.25354,-0.69346,-0.226,0.37099,0.25919,0.15758,-0.37376,-0.17297,0.12451,0.61247,1.4158,-0.24501,0.93752,-1.3403,-1.3654,0.78793,1.2576,0.62896,0.50075,1.1885,0.72891,3.234,0.32643,-3.1214,-2.7055,-1.5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days-and-Nights,-0.60579,-0.56087,-0.70747,-0.81184,-0.67275,-0.52787,1.4151,-0.14993,-0.59107,0.084348,-1.2618,-0.27033,-0.16804,-0.14972,0.82111,1.4391,1.4633,-0.226,-0.40143,0.65907,0.60937,-0.37376,-0.24867,-0.16116,-0.98427,-1.0543,-0.24501,-0.58968,-0.079498,-0.79489,-0.60458,-0.93045,-0.46198,0.54691,0.33073,-0.31717,0.56188,1.7104,0.083573,-0.94742,-0.21404,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadpool,1.5044,1.6124,-0.24863,0.0095272,-0.40097,-0.089356,-0.35041,-0.10628,0.32302,0.084348,0.63509,0.086067,-0.21729,-0.48195,-0.32656,-0.48691,-0.55106,-0.226,-0.18857,-0.020188,0.060768,-0.37376,1.2653,0.69279,0.89324,0.93239,-0.24501,0.3703,-0.33266,-0.055058,-0.35777,-0.27519,0.47471,1.0049,-0.67436,-0.86032,-1.1385,-0.56784,0.44099,0.73239,1.4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear-Mr-Watterson,0.17097,0.23912,2.7835,2.7183,2.7301,2.7908,0.031983,0.28272,0.95665,0.084348,-0.47787,1.5587,1.8025,1.7456,4.2507,2.9319,1.9402,-0.226,0.29288,-0.95996,-0.64919,1.602,-0.85427,-0.88121,-0.93518,-1.2684,-0.050609,-1.1693,0.7302,1.4153,-0.84432,-1.1447,-1.1329,-0.12464,1.3812,2.1007,0.41326,-0.30737,-0.78733,-0.53072,-0.45888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dear-White-People,0.75318,0.83874,0.28035,0.18281,0.16917,0.99757,0.43496,-0.053941,-0.38332,0.084348,-0.54787,-0.57182,-0.6391,0.78409,0.056061,-0.7998,-0.84415,-0.226,0.80548,0.99381,0.48029,-0.37376,-0.62717,-0.69434,-0.49238,-1.0019,-0.24501,-0.72485,0.72474,0.99892,-0.70734,-0.85209,-1.1401,-1.6974,0.484,0.3734,0.12158,1.4856,0.81555,0.38787,-0.89949,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decoding-Annie-Parker,0.36551,0.43948,-0.3529,-0.34361,-0.35401,-0.31867,0.51712,-0.10749,-0.38332,0.084348,-0.68786,-0.64395,-0.62154,-0.53022,0.080811,-0.33729,-0.36667,-0.226,-0.47737,0.1332,0.093039,-0.37376,-0.24867,-0.32185,-0.22765,-0.48815,-0.24501,-0.46568,0.61156,0.29187,-0.8857,-1.0717,-0.98619,-1.1532,0.57587,0.15489,-0.18196,-0.14769,0.57024,1.234,0.11613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deliver-Us-from-Evil-2014,0.72762,0.81242,-1.8049,-1.6492,-1.795,-1.9569,1.5656,1.7315,0.55154,0.084348,-1.0938,-1.1145,-0.78748,-0.8176,-1.3516,-1.2467,-1.4008,-0.226,0.29288,0.094677,0.41575,-0.069803,0.73543,0.48338,-1.0445,0.14294,-0.24501,0.92987,-0.91066,-0.81474,0.58756,1.2444,1.8926,0.90044,0.26743,-0.19057,-0.40322,0.43838,-1.0586,-1.1401,-1.0825,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demolition,0.099965,0.16599,0.5588,0.34105,0.62619,0.66558,0.18009,-0.39581,-0.38332,0.084348,-0.53387,-0.7549,-0.79161,-0.87219,0.21946,0.02045,-0.23654,-0.226,0.67367,0.70947,0.3512,-0.37376,-0.17297,-0.21035,0.15773,-0.06386,-0.24501,0.040645,0.98943,0.011255,0.24065,-0.7575,-0.61361,0.61071,-0.48768,-0.10629,0.009655,0.95309,0.70389,-0.32934,0.054877,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demonic,0.48337,0.55581,-1.3785,-1.1444,-1.4442,-1.4141,-0.57909,-0.39874,-0.26004,0.075012,0.82409,-1.5183,-1.7531,-1.5529,-1.0437,0.80533,4.247,-0.226,-0.5,-0.16091,0.15758,-0.37376,3.4606,3.0247,-1.5514,-1.1221,-0.24501,-1.2167,1.4884,0.41238,0.63765,0.45861,0.32177,-0.68985,-1.4008,-1.4072,-0.77383,1.6632,1.6939,0.25806,0.046166,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desierto,0.85258,0.94111,1.0248,1.0295,1.0903,0.55466,-0.20922,-0.1592,-0.62223,0.084348,0.20811,0.66661,0.87453,0.22554,0.55137,0.44198,0.45845,-0.226,-0.48071,-0.016819,-0.0037728,-0.37376,0.054128,-0.12493,1.0554,2.0799,0.051155,1.0945,1.3781,1.4713,-0.73148,0.23925,1.674,1.9891,-0.93148,-1.8994,-1.897,-2.4048,0.27305,1.9403,1.9977,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despicable-Me-2,-2.6407,-2.6585,3.4963,2.9008,3.7355,3.2439,0.31636,0.907,0.94369,0.075012,-1.4228,0.21781,-0.76115,0.97164,0.25102,-1.4547,-1.7353,-0.226,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,-0.31975,0.047139,-0.24501,0.43159,-2.0264,-1.2034,-0.59455,-1.1028,-1.1797,-2.5615,-2.7207,-1.2405,2.7055,3.2082,1.2486,-0.098533,0.73659,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Devils-Due,0.56289,-0.38947,-0.9709,-1.0177,-0.91104,-1.0077,-0.79807,-0.33699,0.28786,-1.7921,0.87308,0.60995,0.85025,0.67852,-0.46335,0.27024,0.60845,-0.226,0.097609,-0.95996,-0.71373,1.298,-0.85427,-0.88696,-1.0669,-0.60859,-0.24501,-0.96687,0.28949,0.32773,0.68491,0.68104,0.012348,-0.7856,-1.5179,-0.73685,2.9968,0.25462,-0.17844,-0.73396,-0.33665,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils-Knot,0.55579,0.63545,-0.24053,-0.66267,-0.1263,0.23468,-0.26262,-0.1925,0.0114,0.084348,0.13111,-0.31797,-0.013132,0.46014,-0.027989,0.80169,0.87573,-0.226,-0.55189,-0.24539,-0.22967,-0.37376,0.81113,0.60054,-0.22434,-0.66074,-0.24501,-0.24367,0.67049,0.94485,1.2956,0.3055,-0.33971,-1.0107,0.18494,0.95402,1.9087,1.3501,-1.0489,-1.7902,-0.91588,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils-Pass,-1.5061,-1.4881,1.2733,1.5676,1.2279,0.62022,-0.80229,-0.61674,-0.4041,0.084348,0.20111,2.3543,2.3048,2.7788,0.574,2.0513,3.312,-0.226,-0.18554,0.33575,0.22212,-0.37376,-0.17297,0.1984,-0.92678,-0.92487,-0.24501,-1.0933,-0.92381,-1.2998,0.67662,1.0661,0.407,-0.39739,-0.79773,-0.13126,0.73496,1.0365,-0.42639,-0.89444,-0.33909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana,0.68643,0.77,0.14158,-0.063974,0.25116,0.078733,-0.7649,-0.66497,-0.38332,0.084348,1.6921,0.34624,0.48554,0.36907,-0.40727,-0.22801,0.57064,-0.226,-0.67652,-0.051124,0.093039,-0.37376,0.12983,-0.032114,-0.42828,-0.75023,-0.24501,-0.51639,-1.6411,-0.98967,0.092797,-0.68242,-0.69278,-0.84596,-0.055528,0.018579,0.0037251,-0.67311,-0.1824,1.1856,1.2034,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaur-13,0.8114,0.67766,0.068791,-0.1084,0.09922,0.32738,-0.69417,-0.46828,-0.38457,-0.29841,1.3211,-0.10587,0.048888,0.37691,-0.15484,-0.27368,-0.54483,-0.226,-0.18028,-0.014903,-0.1974,-0.22178,0.054128,-0.11842,-1.1357,-1.1775,-0.24501,-1.0589,0.080721,0.92274,0.59554,-0.43943,-0.42486,0.33263,0.84194,1.3022,-0.0081347,-0.52681,0.027301,-0.13943,-1.6699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dirty-Grandpa,-0.35444,-0.3062,1.1655,0.84477,1.2344,1.4181,0.19035,-0.37534,-0.74776,0.075012,-0.72286,-0.94949,-0.69531,-0.67977,1.0169,0.26591,0.53849,-0.226,4.1984,0.62871,1.158,5.2495,-0.77857,-0.78906,-0.47833,-0.57788,-0.24501,-0.49211,0.47514,0.050144,-0.75395,-0.235,-0.47546,-0.67174,-0.41247,0.0085202,0.41882,0.22251,1.0925,0.42598,-0.90982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty-Weekend,-0.49076,-0.4424,0.33991,0.62763,0.1823,0.37087,1.7933,-0.051691,-0.321,0.084348,-1.3108,0.23789,0.53666,0.39026,-0.33708,-0.65039,-0.72207,-0.226,-0.39058,-0.5387,-0.77827,-0.37376,-0.70287,-0.69776,-0.79132,-1.631,0.16566,-1.4433,1.7934,2.0642,-0.84813,-1.1579,-1.3624,-0.73044,-0.5198,0.089335,-1.1052,-1.3578,0.89513,2.7056,1.468,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disconnect,0.71625,0.80072,-0.74708,-0.86309,-0.61441,-1.0014,-0.48071,-0.54228,-0.36255,0.084348,0.65609,-0.043438,0.51,-0.095491,-0.61194,0.43396,3.2685,-0.226,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,0.60655,0.79447,-0.24501,0.86703,1.115,1.2044,-0.16734,1.2337,1.5469,2.1051,0.56873,-0.38862,-0.62929,0.077996,-0.90691,-1.2331,-0.83651,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divergent,-1.8767,-1.8724,-1.1165,-0.81459,-1.2066,-1.2312,-0.84346,-0.8238,-1.0176,0.075012,0.040113,-0.98619,-1.2265,-0.98285,-1.4152,-1.2577,-1.1737,-0.226,-0.50958,0.070637,0.64164,-0.37376,1.4924,3.2702,-0.9239,-0.77607,-0.24501,-1.1208,2.7294,2.62,-0.71754,-0.19082,0.68449,0.71172,-0.82477,-1.6828,-1.7775,-0.69853,1.2178,1.91,0.9751,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dolphin-Tale-2,-1.2022,-1.3112,1.1292,1.9175,1.085,-0.66132,-1.0199,-0.88969,-1.1118,-0.29841,1.3771,1.4467,0.54121,0.45099,-0.47785,-0.37169,-0.61822,-0.226,-0.53006,-0.53419,-0.64919,-0.37376,0.12983,0.50759,-0.92309,-1.2571,1.512,-1.3366,-1.0162,-0.42701,-0.52526,-0.77925,-0.3344,-0.37194,-0.70368,-0.015065,0.54928,-0.52324,0.13897,0.72371,0.76473,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dom-Hemingway,0.18659,0.25046,0.039603,-0.20856,0.11554,0.25111,0.12996,0.20772,0.58049,0.075012,-0.49187,0.27004,0.22407,-0.11899,0.34668,0.94596,1.3512,-0.226,-0.69977,-0.55834,-0.55237,-0.37376,0.43263,0.35982,-0.53108,-1.1082,0.26241,-1.1594,1.1425,0.79889,0.097393,0.76653,0.015719,-1.2509,-0.94429,-0.21936,-0.00035174,0.51242,0.38604,0.50808,-0.10182,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don-Jon,0.70063,0.78463,-0.36459,-0.35245,-0.34984,-0.41091,-0.24797,-0.27576,-0.33138,0.084348,0.16611,-0.36581,-0.13686,0.055875,-0.55512,-0.74624,-0.68274,-0.226,0.013919,0.10605,-0.1974,-0.37376,-0.40007,-0.49457,-0.19775,-0.1927,-0.24501,0.6091,0.21278,-0.065739,-0.84948,-1.0784,-0.44559,0.091775,-0.37187,-0.63071,0.077108,0.6324,0.86259,0.61466,-0.019306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don-Peyote,1.0926,1.1883,0.16309,0.23969,0.079699,0.35835,-0.32575,0.16205,0.93588,0.084348,0.4671,-0.16235,-0.38584,-0.066513,0.48507,0.56713,1.4186,1.6953,0.48816,-0.86067,-0.55237,1.754,-0.77857,-0.8324,1.2602,0.56824,3.1242,0.86149,-0.68076,-0.23101,-0.0032756,0.17262,-0.41854,0.08349,0.033957,0.17674,-0.90689,0.9406,1.5453,-0.51647,-0.81243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don-Verdean,0.56573,0.64569,1.196,0.98897,1.2444,1.277,0.31401,-0.37404,-0.77804,0.084348,-0.49887,0.51954,0.75355,0.24758,1.3605,1.0049,0.61571,-0.226,-2.91E-05,0.032958,-0.42329,-0.37376,-0.77857,-0.81953,0.38056,-0.6169,3.2259,0.022061,0.86099,1.3246,1.1475,0.15704,-1.092,-0.65316,1.2232,2.3501,0.73273,-1.0339,-1.6736,-0.89723,0.34257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dope,0.76454,0.85044,0.33842,0.16159,0.42409,0.29427,-0.27454,-0.46394,-0.38332,0.084348,0.2851,-0.13286,-0.14471,0.16192,0.81818,-0.14459,-0.25828,-0.226,0.02438,0.53004,0.093039,-0.37376,-0.62717,-0.69491,0.78296,-0.27913,-0.24501,0.12977,0.54181,-0.095109,-0.82853,-0.74598,-0.23649,-0.24193,0.89049,0.78545,-0.84722,-0.58524,0.22689,0.22863,0.3759,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorfman-In-Love,0.71625,0.80072,-0.14852,-0.20209,-0.34472,0.93279,0.73133,0.21629,-0.061312,0.084348,-0.75786,-0.52837,-0.13778,2.3218,-0.55542,-0.52485,-0.2646,-0.226,3.58,3.0087,2.1906,0.53812,-0.70287,-0.75797,-1.7075,-1.3548,-0.24501,-1.5144,-1.279,-1.1818,-0.59728,-0.77561,-0.20472,0.18687,0.16714,-0.089983,-0.65301,-1.2351,0.59398,1.0639,0.69406,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do-You-Believe,0.31155,0.3839,-0.2108,-0.26618,-0.14416,-0.3689,-0.77039,-0.60046,-0.38332,0.084348,1.4261,0.9612,1.2526,0.85157,-0.96868,-0.93129,-0.86945,-0.226,-0.217,0.28792,0.060768,-0.37376,-0.24867,-0.31465,0.53485,-0.26727,-0.24501,-0.088044,-0.36622,0.31053,0.11593,0.40428,-0.25709,-0.67979,1.0642,0.37999,-0.30352,1.115,0.31306,-0.93348,-0.87833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula-Untold,0.86394,0.95281,-0.58334,-0.3454,-0.57429,-1.098,-0.70779,-0.47736,-0.20674,0.084348,1.5031,0.49587,0.52121,0.014979,-0.79819,-0.24336,0.18057,-0.226,0.1543,0.40933,0.83526,-0.22178,1.4167,1.0194,0.64612,0.31646,-0.24501,0.074947,1.7368,0.57741,0.36212,1.1181,1.1166,0.014133,-0.38029,-0.90368,-0.90355,-1.0652,0.572,0.28656,0.7894,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Draft-Day,0.73472,0.81973,0.8248,0.94681,0.77452,0.66131,0.12299,-0.16292,-0.34177,0.084348,-0.28188,-0.43928,-0.92667,-0.11843,1.8731,1.7423,1.2798,-0.226,0.17897,0.59887,0.060768,-0.37376,-0.47577,-0.56287,0.8709,0.29745,-0.24501,0.68945,1.2991,0.83725,-0.14722,-0.582,-0.015038,-0.18204,0.091837,0.98905,0.18941,-0.15929,0.20887,-0.39657,-0.59231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Drinking-Buddies,0.68643,0.77,-0.0055243,0.0038975,-0.037887,0.12751,0.60096,0.019439,-0.35216,0.084348,-0.65986,-0.81677,-1.0572,-0.95993,0.95588,1.0328,1.1225,-0.226,-0.50992,-0.22765,-0.32648,-0.37376,-0.24867,-0.36153,-0.34445,-0.74753,-0.24501,-0.39892,-0.52877,-0.43531,0.49208,-0.034694,-0.093825,-1.1473,-0.55579,0.97968,0.40474,1.0454,0.72059,-1.1091,-0.62808,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug-War,-0.26072,-0.20548,-0.10504,0.46019,-0.20344,-0.93997,-0.3306,-0.47788,-0.78843,0.084348,-0.10688,0.72857,0.12056,-0.81328,-0.67256,-0.75074,-0.99239,-0.226,-0.35153,-0.30554,-0.48783,-0.37376,-0.55147,-0.55023,1.0363,-0.18272,3.1439,0.04002,0.62798,0.44739,0.20116,0.47144,0.2485,0.16521,-0.73666,-1.2136,-0.61373,-0.893,0.44099,0.85693,1.7614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drunk-Stoned-Brilliant-Dead-The-Story-of-the-National-Lampoon,0.81424,0.90163,2.2691,2.3766,2.1413,2.3017,-0.21701,-0.25372,-0.77804,0.084348,-0.0018851,2.0026,1.921,1.7417,2.107,1.3359,2.5642,-0.226,0.39052,-0.066334,-0.32648,0.38614,-0.77857,-0.82592,-0.29652,-0.40192,-0.24501,-0.17952,-0.76262,-0.12371,0.33754,0.19153,-0.81054,0.26635,0.40737,1.0751,-1.1,-0.73153,0.018508,0.17224,0.58568,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dumb-and-Dumber-To,1.05,1.1388,2.3092,2.3248,2.2733,2.1127,0.63229,0.26027,-0.031748,0.075012,-0.66686,-0.27384,-0.3321,-0.28431,2.4022,1.2436,0.58818,6.6339,0.29288,0.58466,0.060768,-0.069803,-0.70287,-0.76994,-0.29398,0.46208,-0.24501,0.3416,-1.3519,-0.72469,-0.68902,-0.66572,0.039187,-0.18968,-0.65327,-0.025817,0.25352,-0.43939,0.79269,0.2497,0.37677,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dying-of-the-Light,0.71483,0.79925,-0.53797,-0.57171,-0.53469,-0.39768,-1.0664,-0.73927,-0.39371,0.084348,4.156,-0.21461,0.12372,0.4687,-0.76161,-0.53434,0.66898,-0.226,-0.59283,-0.028736,0.5771,-0.37376,3.3092,2.7146,-0.2789,-0.52409,-0.24501,-0.5971,1.4833,0.28659,-0.087781,0.75553,1.812,1.755,0.11388,-0.19924,-0.94654,-1.674,0.089728,-0.30611,-0.5164,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth-to-Echo,-1.7333,-1.7221,-0.42725,-0.59566,-0.22524,-0.93564,-0.75443,-0.026637,0.41651,0.084348,-0.30287,0.3845,1.0866,0.88984,-1.3052,-1.1786,-0.98561,-0.226,2.2629,3.8243,5.2563,-0.37376,0.35693,1.1705,0.38632,3.258,-0.24501,2.1872,-0.089069,0.18775,0.47115,-0.13596,0.51115,2.5673,0.029007,-1.3336,-1.6062,-0.57409,-0.57895,0.85197,1.3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,-0.16984,-0.11188,0.19001,-0.079934,0.29256,0.30392,-0.54506,-0.33127,-0.38332,0.084348,0.3901,0.36113,0.88039,0.60869,-0.5958,-0.59332,-0.46124,-0.226,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,-1.0009,-0.69921,-0.24501,-1.0533,-1.0087,0.38132,-0.21798,-0.73564,-0.020599,0.23439,-0.37882,-0.76876,-1.7071,-1.6718,-1.0942,2.5107,3.5864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edge-of-Tomorrow,0.69069,0.77439,-0.14299,-0.01343,-0.085983,-0.69648,-0.63433,-0.43868,-0.39371,0.084348,1.0271,-0.019546,0.21139,0.4428,-0.70467,-0.7143,-0.57108,-0.226,0.018278,0.55616,0.77072,-0.37376,0.28123,0.098775,-0.88198,-0.91031,-0.24501,-1.1715,-1.4557,-0.80488,-0.24466,0.38156,0.51874,0.29689,-0.53356,-0.90194,-0.91763,-0.4104,0.50298,0.64688,0.90914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
